job_title,company_name,location,work_type,experience_level,date_posted,year,month,month_name,country,job_category,job_skills
Customer Service Representative/Data Analyst,Drmartens,"Thompson, Manitoba, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Techniques, Data Visualization, SQL, R, Python, Tableau, Power BI, Hypothesis Testing, A/B Testing, Data Management, ETL, Data Quality, Data Integrity, Data Accuracy, Data Completeness"
"Oracle Analytics Cloud, Senior Advisor",TES The Employment Solution,"North York, Ontario, Canada",Onsite,Mid senior,2024-01-15,2024,1,January,Canada,Analytics,"Oracle Analytics Cloud, Oracle ERP Data, OAC, OBIEE, Oracle Data Integrator, Fusion Analytics, KPI, Dashboards, OTBI, Power BI, Data Analysis, Data Visualization, Data Integration, Workshop Facilitation, Communication Skills, 8+ Years of Experience"
Customer Service Representative/Data Analyst/Data Entry Clerk,Dukeduchessinternational,"Greater Napanee, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Advanced Statistical Techniques, SQL, R, Python, DataDriven DecisionMaking, Performance Metrics, Business Questions, Data Quality, Data Cleansing, Data Manipulation, Report Presentation, Data Visualization, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Management, ETL Processes"
Researcher Cryptography & Machine Learning,Inference Labs Inc.,"Hamilton, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Machine Learning Engineer,Not Specified
Data Analyst Part Time,Toyandsons,"Kingston, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Analysis, Data Visualization, Data Modeling, Data Integration, Hypothesis Testing, A/B Testing, SQL, R, Python, Tableau, Power BI, Data Management, ETL, Data Quality, Data Cleansing, Data Manipulation, DataDriven Decision Making, Business Intelligence, Data Reporting, Communication, Collaboration, Problem Solving, Critical Thinking"
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Joliette, Quebec, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data Analytics, SQL, R, Python, Data Visualization, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Management, ETL, Customer Relationship Management (CRM)"
"Analyst/Senior Analyst (Analytics, Bangkok-based, Relocation provided)",Agoda,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-15,2024,1,January,Canada,Analytics,Not Specified
Supply Analytics Senior Manager (Bangkok-based role),Agoda,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Analytics,Not Specified
Customer Service Representative/Data Analyst/Data Entry Clerk,Villarestaurantgroup,"Bouctouche, New Brunswick, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Advanced Statistical Techniques, Data Visualization, Data Quality Management, Data Integrity, Data Accuracy, Data Completeness, Data Collection, Data Cleansing, Data Manipulation, Reporting, DataDriven Decision Making, A/B Testing, Optimization, Hypothesis Testing, Data Modeling, Algorithms, SQL, R, Python, Tableau, Power BI, ETL Processes"
Senior Data Engineer,MNP,"Mississauga, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Engineer,"Data Science, Azure Data Platform, Big Data Platforms, Delta Lake, Databricks, Azure Data Factory, Data Extraction Load and Transformation, Data Architecture, Data Integration, Azure Synapse Analytics, Azure Functions, SSIS, Data Management, Microsoft Data Platforms, Agile, Scrum, Automation, Continuous Integration, DevOps, OpenSource Dependencies, SQL, C#, Python, Pyspark, Powershell, Azure Synapse, SAP HANA, Snowflake, Azure Data Factory & Data Flow, Function Apps, Azure Automation, Azure Batch Orchestration, Certifications in Azure"
Supply Analytics Manager (Bangkok-based role),Agoda,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Analytics,Not Specified
"Manager, HR Data Governance & Analytics [McCain Foods]",CareerBeacon,"Florenceville-Bristol, New Brunswick, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Analytics,"HR data governance, HR data management, Data quality, Data cataloging, Data lineage, Metadata management, Power BI, SuccessFactors, SAP On Prem, Data warehousing, Data modeling, Business intelligence, Rules design, Agile HR team, Data protection, Data classification, Data security, Data retention, Data accessibility, Data usage, Data visualization, Master data management"
Manager MLOps Team- Artificial Intelligence / Machine Learning,Clio - Cloud-Based Legal Technology,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-17,2024,1,January,Canada,Machine Learning Engineer,"MLOps Engineering, NLP, GenAI, Machine Learning, Data Pipelines, Agile, Software Development, SAAS, LLMs, Data Cleaning, Model Development, Model Monitoring, Distributed Teams, Communication, Leadership"
"Sr Analyst, Data Analytics (Retail Financing)",Fairstone Bank,"London, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Analytics,"Business Intelligence, Data Analysis, Data Manipulation, Data Mining, Data Warehousing, Statistical Analysis, Predictive Modeling, AWS AI Platforms, AWS AI Frameworks, AWS AI EC2 Instances, Customer Lifetime Value, Customer Churn, Segmentation and Targeting, Marketing Mix Modeling, Attribution Modeling, Retail Financing, Reporting and Analytics, Power BI, Tableau, Quicksight, SQL, Python, SAS, R, Alteryx, Microsoft Excel, Pivot Tables"
"Lead Data Analyst – Marketing Strategy & Analytics (Bangkok-based, relocation provided)",Agoda,"Toronto, Ontario, Canada",Onsite,Associate,2024-01-16,2024,1,January,Canada,Data Analyst,Not Specified
Data Engineer II,Zurich Canada,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Engineer,"Data Engineering, Azure Databricks, Data Integration, ETL, Power BI Dashboards, Insurance, Data Warehouses, Data Analysis, Data Profiling, Data Cleansing, Data Conforming, Data Integration Tools, Enterprise Data Integration, Data Sourcing, Data Extraction, Data Transformation, Data Aggregation, Data Interrogation, Data Profiling, Cloud Platforms, Scripting Languages, Dev/Ops, SQL, Stored Procedures, Big Data Tools, Hadoop, Hive, Spark, Map Reduce, Kafka, Flume, Tex, Pig, Oozi, Shell, Perl, Python, R, Java, Bachelor's Degree in Computer Science or Mathematics/Statistics, High School Diploma or Equivalent, Zurich Certified Insurance Apprentice, Associate Degree in Computer Science or Mathematics/Statistics, Business Travel, Extended Hours, Shift Work, Holiday Work, Regular Attendance, Visibility in the Office"
Startup Founder | Data Scientist/Machine Learning/AI Expert & Startup Founder,Antler,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Machine Learning Engineer,"Data Science, Machine Learning, Artificial Intelligence, Product Development, Analytical Skills, Technological Analyses, Advanced Analytics Methodologies, Data Collection, Structured Data, Unstructured Data, Data Exploration, Hypothesis Testing, Statistical Modeling, Model Design, Model Development, Model Implementation, ProofofConcepts, Preproduct Prototypes, Team Leadership, Product Delivery Schedules, Copilots, Canadian Citizen, PR Card Holder, Venture Development, Startup Hypothesis, Community Building, Cofounder Matching, Coaching, Perks, Investment Committee, Preseed Funding, Personalized Coaching, Global Network, Access to Experts, Stipend, Investment Pitch, Equity Stake, Residency Program"
Lead Data Scientist,J&M Group,"Scarborough, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Scientist,"Data Science, Machine Learning, Deep Learning, Random Forest, Decision Trees, Clustering, Regression, Algorithms, Data Visualization, Data Mining, Data Preprocessing, Natural Language Processing, Hadoop, Spark, R, Python, MATLAB, Matplot, Jupiter Notebooks, ggplot, plotly, SQL"
Client Manager - Retail Analytics,NielsenIQ,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Analytics,Not Specified
"Senior Manager, Direct Lending Analytics and Business Intelligence (fulltime)",Tundra Technical Solutions,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,BI Analyst,"Direct Lending Analytics, Business Intelligence, Data Analysis, Statistical Models, Reporting Insights, Automation, Dashboards, Performance Measurement, Tableau, Power BI, Quicksight, R, Python, SAS, Microsoft Excel, Microsoft Access, Machine Learning, Predictive Modeling, Decision Trees, Classification Models, Clustering Techniques, CRM, Marketing Automation, AWS, Salesforce, HubSpot, Analytics, Business Insights, Strong Communication Skills, Data Storytelling, Collaboration, Problem Solving, Team Management, Strategic Thinking, Industry and Regulatory Trends, Leadership"
"Lead Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Data Engineer,Not Specified
"Analyste, Intelligence d’affaires - Business Intelligence Analyst",Solotech Inc.,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,BI Analyst,"* Business Intelligence, * Data Analysis, * SQL Server, * Oracle, * Microsoft Power BI, * Tableau, * Data Modeling, * Visual Implementation, * Process Optimization, * Performance Improvement, * Customer Focus, * Team Collaboration, * Communication Skills, * SQL, * Reporting"
AI/Machine Learning Lead,Fujitsu,"Ottawa, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, Model Development, Model Implementation, Data Analysis, Data Management, Data Quality, Data Integrity, Research, Artificial Intelligence, Programming Languages (Python R Java), ML Frameworks (TensorFlow PyTorch), Testing, Validation, Model Accuracy, Model Efficiency, Documentation, Reporting, Computer Science, Artificial Intelligence, Machine Learning, Analytical Skills, ProblemSolving Skills, Communication Skills, Teamwork"
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Oshawa, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Data Visualization, Statistical Techniques, SQL, R, Python, Tableau, Power BI, DataDriven Decision Making, Business Process Optimization, Data Quality Control, Data Cleansing, Data Manipulation, A/B Testing, Hypothesis Testing, Data Management, ETL Processes"
"Analyst/Senior Analyst (Analytics, Bangkok-based, Relocation provided)",Agoda,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-15,2024,1,January,Canada,Analytics,"Analytical skills, Data science, Data visualization, Machine learning, Programming, Prototyping, Data analysis, Business intelligence, SQL, Tableau, Excel, Python, R, Communication skills, Presentation skills, Stakeholder management, Problemsolving skills, Multitasking skills, Prioritization skills, Resource coordination skills, Business knowledge, Quantitative reasoning skills, A/B testing, Datadriven decisionmaking, Performance measurement, Working in ambiguous fastpaced environments, Program management, PMI, PRINCE2, Asian market experience, Travel industry experience, Ecommerce experience, Tech experience, Consulting experience"
Product Manager - OSINT and Data Analytics/Visualization,Innefu Labs Pvt. Ltd.,"Delhi, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Analytics,"Artificial Intelligence, Machine Learning, Data Analytics/Visualization, Product Development, Visualization, Endtoend product development lifecycle, Information Security Technologies, Opensource ecosystems, Predictive Intelligence, Facial Biometrics, Product Strategy, Stakeholder Collaboration, Agile Methodologies, Agile Development Methodologies, Data Analytics, OSINT, Opensource intelligence, Data Visualization, Cloudbased solutions, Product Management, Market Research"
"Team Lead, Data and Analytics",Personnel Search Ltd.,"Saint John, New Brunswick, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Analytics,"Data Analytics, Reporting, Business Insight, Data Visualization, Metrics Frameworks, Data Analytics Methodologies, Data Analysis Processes, Analytics Tools, Data Warehousing, Database Systems, MS Synapse, Tableau, Alteryx, Power BI, Cognos BI, Planning Analytics, SQL, Wherescape RED, Leadership, Coaching, Mentoring, Problem Solving, Communication, Organization, Planning, Collaboration, Teamwork, Innovation, Continuous Improvement, Business Intelligence, University Degree, College Diploma, IT Environments, Diverse Teams"
Staff Data Scientist,Rivian,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Data Scientist,"Python, Apache Spark, Data Science, Machine Learning, Deep Learning, Reinforcement Learning, Imitation Learning, Generative Adversarial Networks (GANs), Timeseries Analysis, Dynamic Systems Modeling, Electric Vehicle Controls, Propulsion, HighVoltage Batteries, Energy Management, Charging, Vehicle Suspension, RNNs, CNNs, Transformers, LSTMs, Statistical Modeling, Mathematical Modeling"
"Associate Director, Marketing Analytics (Bangkok Based, Relocation Provided)",Agoda,"Toronto, Ontario, Canada",Onsite,Associate,2024-01-15,2024,1,January,Canada,Analytics,"Online Travel Booking, Machine Learning, P&L Management, Product Development, CrossTeam Collaboration, Data Analytics, Price Display, Coding, Pricing Strategy, CLevel Negotiation, Budget Management"
"Project Leader, The Centre for Advanced Analytics, Data Science and Innovation (CAADSI)",Fraser Health Authority,"Surrey, British Columbia, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Analytics,"Change management, Project management, Stakeholder engagement, Service improvement, Clinical operations, Program development, Quality improvement, Organizational development, System optimization, Strategic planning, Knowledge transfer, Collaboration, Leadership, Analytical skills, Critical thinking, Evaluation, Technical writing, Presentation skills, Communication skills, Interpersonal skills, Teamwork, Time management, Presentation skills, Analytical Skills, Critical thinking, Program/site leadership, Microsoft Office Suite, Data analysis tools, Master's degree in business or health care discipline"
Senior Data Engineer,Jobs for Humanity,Buffalo-Niagara Falls Area,Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Engineer,"Agile, Cloud Computing, NoSQL, Machine Learning, Python, Scala, Java, SQL, UNIX/Linux, Big Data, Data Warehousing, Application Development, Distributed Data/Computing Tools, RealTime Data, Streaming Applications"
"Manager/Senior Manager, Supply Analytics (Bangkok-based role)",Agoda,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Analytics,"Leadership, Business Strategy, Project Management, Data Analysis, Data Visualization, Statistics, Machine Learning, Business Intelligence, Analytics & Insights, Forecasting, Process Improvement, Reporting, Team Management, Coaching & Mentoring, Communication, Presentation, MultiTasking, Prioritization, Resource Coordination, Program Management, Business Consulting, A/B Testing Experimentation, Travel Industry, ECommerce, Tech, Excel, SQL, Tableau, Python, R, Bachelor's Degree in Business or Quantitative Subject, Master's Degree in Statistics Economics or Mathematics"
"Lead Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Data Engineer,"Scala, Spark, Java, Golang, Python3, Bash, Hadoop, SQL, S3, Apache Spark, JVM, Big Data, Linux, Agile, Opensource, Shell scripting, Data architecture principles, Analytical problemsolving, Systems administration, Hadoop ecosystems, Python, Test driven methodologies, Bachelor's degree in Computer Science /Information Systems/Engineering, 5+ years of experience in Data engineering, Expert level understanding of JVM and Java or Scala, Experience debugging and reasoning about production issues, Good understanding of data architecture principles, SQL experience"
Senior Business Analyst Clinical Business Intelligence Cardiac Services BC,Provincial Health Services Authority,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,BI Analyst,"Business analysis, Usercentered design, Data analytics, Report writing, Project management, Information architecture, Usertesting, Prototyping, Wireframing, Usability, Technical documentation, Communication, Teamwork, Time management, Problemsolving, Critical thinking, Data visualization, Data standardization, Adhoc queries, Virtual health applications, Digital modalities, SQL, UI / data collection industry standards, Reporting tools, Statistical software, Data mining tools, Data modeling tools, Process modeling tools, Decision support tools, Artificial intelligence, Machine learning, Natural language processing, Reconciliation, Cultural Safety, Antiracism"
Senior Technical Analyst – Business Intelligence Developer,Vancouver Airport Authority,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,BI Analyst,"Data Warehouse, Business Intelligence, Qlik Sense, PowerBI, Cloud Computing, Relational Databases, Data Analytics, Data Preparation, Data Integration (ETL), Data Modeling, SQL, Python, Project Management, Vendor Management, Relationship Management, English Communication, Critical Thinking, Analytical Skills, Troubleshooting, Virtual Server Platforms, Storage Devices"
Startup Founder | Data Scientist/Machine Learning/AI Expert & Startup Founder,Antler,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Machine Learning Engineer,"Data science, Machine learning, AI, Programming, Problemsolving, Leadership, DevOps, Software development, Hardware development, Data collection, Data analysis, Data modeling, Product development, Team leadership, Canadian citizenship, PR card, Startup development, Hypothesis testing, Pitching, Investment, Stipend, Equity stake"
Supply Analytics Senior Manager (Bangkok-based role),Agoda,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Analytics,"Analytics, Data Science, Insights, Strategy, Project Delivery, Experimentation, Forecasting, Business Intelligence, Data Mining, Presentation, Communication, Program/Project Management, Leadership, People Management, A/B Testing, Travel Industry, Ecommerce, Tech, Consulting, SQL, Tableau, Python, R, Statistical Modelling, Machine Learning, Bachelor's Degree, Master's Degree"
Data Engineering Consultant,CGI,"Halifax, Nova Scotia, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Engineer,"Azure Cloud, AWS Cloud, onprem environments, DevOps, Agile, Azure Data Factory, Azure Databricks, Azure Synapse Analytics, Snowflake, Hadoop, Spark, SQL, PowerBI, Python, Scala, Spark, SparkStreaming, Kafka, Secure software development processes, Data ecosystem tools, Query and reporting tools, Scripting languages, Mathematics, Informatics, Statistics, Computer science, Information systems"
Business Data Analyst(Financial Background),Avanciers,"Mississauga, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Data Analyst,"Business analysis, Data analysis, Financial industry knowledge, Wholesale loans / lending business, SQL, Python, Data analytics, Documentation, Analytical skills, Processbased skills, Process flow diagrams, Business modeling, Functional design, Software Development Life Cycle, Big Data platform"
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Analytics,"Analytics, Data Science, Insights, Strategy, Project Delivery, Experimentation, Forecasting, Business Intelligence, Communication, Program/Project Management, Dashboard Creation, Internal/External Reporting, Leadership, Statistical Modelling, Machine Learning, Data Analysis, Data Visualization, Excel, SQL, Tableau, Python, R, A/B Testing, Travel Industry, Ecommerce, Tech, Consulting, Master's Degree in Statistics, Master's Degree in Economics, Master's Degree in Mathematics"
Analytics & Strategy Manager,FLEETCOR,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-15,2024,1,January,Canada,Analytics,Not Specified
"Senior Software Developer, Machine Learning, Google Workspace",Google,"Waterloo, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Machine Learning Engineer,"Software development, Data structures, Algorithms, Software testing, Software maintenance, Software design, Software architecture, ML/AI algorithms, Deep learning, Natural language processing, Master's degree, PhD, Computer Science, Technical leadership, Accessible technologies, Information retrieval, Distributed computing, Networking, Data storage, Security, Artificial intelligence, UI design, Mobile, Project management, Deadlines, Deliverables, Code writing, Code testing, System development, Design reviews, Code review, Documentation, Educational content, Product/program updates, User feedback, Product/system issues, Debugging, Troubleshooting, Issue analysis, Impact analysis, Hardware, Network, Service operations, Service quality"
"Senior Advisor, Financial Risk Analytics",iA Financial Group (Industrial Alliance),"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-15,2024,1,January,Canada,Analytics,Not Specified
Senior Business Intelligence and Reporting Analyst [TD Bank],CareerBeacon,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,BI Analyst,"Data Analytics, Business Intelligence, Reporting, Data Visualization, Data Infrastructure, Data Sources, Business Drivers, Metrics, Data Quality, Data Integrity, Portfolio Reporting, Analysis, Assessments, Reporting Platforms"
"Associate Director, Marketing Analytics (Bangkok Based, Relocation Provided)",Agoda,"Vancouver, British Columbia, Canada",Onsite,Associate,2024-01-15,2024,1,January,Canada,Analytics,"Strategic thinking, Analytical skills, Team management, People management, P&L management, Entrepreneurial spirit, IT exposure, Product Development, Basic coding skills, Price display, Machine learning algorithms, Pay Per Click campaigns, Pricing actions, Price benchmarking, Competitive intelligence, Financial goals, Strategic imperatives, Budget management, Internal stakeholder engagement, Talent acquisition, Hiring and developing stars"
Senior Data Engineer,MNP,"Calgary, Alberta, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Analytics, Cloud Computing, Artificial Intelligence, Machine Learning, Azure, Azure Data Platform, SQL, C#, Python, Pyspark, Powershell, Message Queuing, Stream Processing, HotPath Analytics, Batch Data Processing, Azure Synapse, SAP HANA, Snowflake, Data Warehousing, Azure Data Factory, Data Flow, Function Apps, Automation, Batch Orchestration, DevOps, Continuous Integration, OpenSource, Code Contribution, Code Review, Agile, Scrum, Project Management, Business Analysis, Software Development, Technical Leadership, Communication, Collaboration, Customer Service, Problem Solving, Critical Thinking, Analytical Skills, Attention to Detail, Strong Work Ethic, Ability to Work Under Pressure, Ability to Meet Deadlines, Ability to Work Independently and as Part of a Team, Ability to Travel"
"Software Engineer, Machine Learning Infrastructure",Stripe,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning (ML), Data Science, AI/ML Infrastructure, MLOps, Scalable and reliable systems, Python, Java, Software development, High availability systems (HAD), Low latency systems, Reliability, Testing, Observability, Distributed systems, Experience optimizing systems, Production systems"
Sr. Machine Learning Developer - Product,Ocado Group,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Machine Learning Engineer,"Machine learning frameworks, Data preprocessing, Feature engineering, Model training, Model tuning, Model evaluation, A/B experimentation, Data analysis, Data visualization, Edge computing, Cloudnative architecture, Mathematical foundations of machine learning, Probabilistic foundations of machine learning, Statistical foundations of machine learning, Tensorflow, PyTorch, NumPy, Pandas, Linux, Python, Go, C++, Git, CI/CD, Agile, Unit testing, Communication, Organization, Problem solving, Robotics, Simulations, Fullstack development, API development, Machine vision, Deep learning, Bachelor's in computer science"
"Senior Business Analyst, Analytics","J.D. Irving, Limited","Saint John, New Brunswick, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Analytics,"Business Analysis, Agile Methodologies, Data Analytics, Data Lakes, Data Science Platforms, Data Warehouses, Operational Data Stores, Benchmarking, Decision Analysis, Root Cause Analysis, SWOT Analysis, CBAP Certification, Foundations of Enterprise Data Analytics, Lean Six Sigma, Business Process Modeling, Analytical Skills, Communication Skills, Interpersonal Skills, Organization Skills, Analytical Thinking, Business Savvy, Technical Inclination, Curiosity, Independence, Collaboration, Continuous Learning, FastPaced Environment"
Startup Founder | Data Scientist/Machine Learning/AI Expert & Startup Founder,Antler,"Halifax, Nova Scotia, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Machine Learning Engineer,"Data Science, Machine Learning, Artificial Intelligence, Product Development, Data Analytics, Statistical Modeling, Team Leadership, Project Management, Fundraising, Pitching, Venture Building, Startup Development, Global Network, Investment, Equity Stake, Residency, Business Experts, CoFounders, CoPilots"
Marketing Analytics Manager (Hybrid),Homebase,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Analytics,Not Specified
"Network Data Engineer - L3 at Montreal, Qubec (Onsite) -- Fulltime Employment",Lorven Technologies Inc.,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Data Engineer,"Cisco ACI, DNAC, VXLAN, EIGRP, OSPF, BGP, PBR, VLAN, VTP, STP, HSRP, GLBP, VDC, VPC, FEX, TCP/IP, Quality of Service, Cisco Wireless (WLC), WAP, NetBrain, Network protocol configuration, Network protocol maintenance, Network protocol troubleshooting, Capacity Planning, Migration, Optimization, IOS Updating, Hotfixes, Best practice implementation, Hardening, Log file management, Log file monitoring, Report preparation, Network audit, Performance Management, Performance Optimization, Root Cause Analysis, Vendor management, Incident handling, Change management, Architecture diagrams, Architecture documents, Communication skills"
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Saint-Lambert-de-Lévis, Quebec, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Analytical skills, SQL, R, Python, Tableau, Power BI, Data visualization, Statistical modeling, Hypothesis testing, A/B testing, Data management, ETL, Data quality, Data accuracy, Data completeness"
Staff Machine Learning Engineer,owl.co,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, NLP, Python, Pandas, NumPy, Seaborn, Sklearn, SQL, AWS data services, A/B testing, Statistical analysis, Applied ML, Data science tools, Query languages, Data analysis, Data management, Reporting, Dashboard development, Collaboration, Leadership, Mentoring, Communication, Problem solving, Decision making, Innovation, Research, Development, Implementation, Production, Maintenance, User behavior analysis, Feature discovery, Trend analysis, Insight generation, Product improvement, Analytics practices, User experience"
"Part-Time Professor, Statistics & Predictive Analytics - FLAS",Humber College,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Analytics,"Statistics, Predictive Analytics, Curriculum Development, Course Design, Pedagogy, BlackBoard, Teaching Technologies, Classroom Dynamics, Problem Solving, Communication, Teamwork, Equity and Inclusion, Disability Accommodation"
Customer Service Representative/Data Analyst/Data Entry Clerk,Drmartens,"Farnham, Quebec, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"data analysis, statistical techniques, data visualization, machine learning, SQL, R, Python, Tableau, Power BI, data modeling, hypothesis testing, A/B testing, data management, ETL processes, data integrity, data accuracy, data completeness, data accessibility, data cleansing, data manipulation, datadriven decision making, business intelligence, reporting, communication, collaboration, teamwork, problemsolving, critical thinking, analytical skills"
Velocity - Data Scientist Internship/Co-Op - Summer 2024,Scotiabank,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Data Scientist,"Data Science, Business Analysis, Machine Learning, Data Mining, Modeling, Python, PySpark, Scikitlearn, Xgboost, SQL, PowerBI, Kubernetes, Git, Data Visualization, Big Data, Cloud Computing, Hadoop, Spark, Distributed Computing, Data Engineering, Software Development, Agile, Scrum, Kanban, AWS, GCP, Azure, NoSQL, SQL Server, DB2, MySQL"
Data Analyst Part Time,Voxmediallc,"Saint-Laurent, Manitoba, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Visualization, SQL, Python, R, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Management, ETL Processes, Data Quality Issues, Data Integrity, Data Accuracy, Data Completeness"
"Senior Manager, Marketing Strategy & Analytics (Bangkok-based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Onsite,Associate,2024-01-16,2024,1,January,Canada,Analytics,"data representation, data analysis, R, data analytics, analytics, SQL, data mining, data science, Tableau, analytical skills, data visualization, databases, business analysis, business intelligence (bi), machine learning, statistics, java"
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Timmins, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Statistical Techniques, Data Visualization, Data Mining, Business Intelligence, SQL, R, Python, Tableau, Power BI, Data Quality Management, Data Manipulation, Data Cleansing, A/B Testing, Hypothesis Testing, ETL, DataDriven Decision Making, Big Data, Artificial Intelligence, Machine Learning, Data Warehousing, Data Mining, Data Integration"
Customer Service Representative/Data Analyst/Data Entry Clerk/Urgent,Rodtookjing,"Saint John, New Brunswick, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistics, Machine Learning, Data Visualization, R, Python, SQL, Tableau, Power BI, Hypothesis Testing, ETL, Data Quality, Communication, Collaboration, Problem Solving"
